facility,confirmed,presumed,total,name,formatted_address,county,lat,lng,place_id,results
"HAVEN MANOR HEALTH CARE CENTER,LLC",4,5,9,Haven Manor Health Care,"1441 Gateway Blvd, Far Rockaway, NY 11691, United States",Queens,40.6007832,-73.7499739,ChIJOcJV4qpowokR7flnmXuJWCo,1
HIGHLAND CARE CENTER,5,24,29,Highland Care Center,"91-31 175th St, Jamaica, NY 11432, United States",Queens,40.7086321,-73.78542949999999,ChIJ15dXQxhhwokR_KPSXBW7xqY,1
HILLSIDE MANOR REHAB & EXTENDED CARE CENTER,26,11,37,Hillside Manor Rehabilitation,"18215 Hillside Avenue, Jamaica, NY 11432, United States",Queens,40.7139847,-73.7800216,ChIJkdz-Yw1hwokRUfZGWZIXYQU,1
HOLLIS PARK MANOR NURSING HOME,1,7,8,Hollis Park Manor,"19106 Hillside Avenue, Hollis, NY 11423, United States",Queens,40.7158771,-73.7705999,ChIJIWfRtXJhwokRwKJaoNw_dF8,1
HOLLISWOOD CENTER FOR REHABILITATION AND HEALTHCARE,18,39,57,Holliswood Center for Rehabilitation and Nursing,"195-44 Woodhull Ave, Hollis, NY 11423, United States",Queens,40.7122222,-73.76392969999999,ChIJG-ecaW5hwokRqSTU9zq5JEk,1
HORIZON CARE CENTER,4,6,10,Horizon Care Center,"6411 Beach Channel Dr, Arverne, NY 11692, United States",Queens,40.5925172,-73.7935787,ChIJQ-wNZ4powokRpZ1Lgx4IdeI,1
JAMAICA HOSPITAL NURSING HOME CO INC,3,0,3,Trump Pavilion,"89-40 135th St, Queens, NY 11418, United States",Queens,40.700102,-73.8165728,ChIJH-YTOMhgwokRD3f-HpslnBk,1
"LAWRENCE NURSING CARE CENTER, INC",4,1,5,Lawrence Nursing Care Center,"350 Beach 54th St, Arverne, NY 11692, United States",Queens,40.5942499,-73.7840494,ChIJr4d4DY5owokR4BQB_WTqKIw,1
LONG ISLAND CARE CENTER INC,18,5,23,Long Island Care Center,"144-61 38th Ave, Flushing, NY 11354, United States",Queens,40.7636045,-73.820362,ChIJITTMWxhgwokRoPIb2lGa7NU,1
MARGARET TIETZ NURSING AND REHABILITATION CENTER,10,1,11,Margaret Tietz Nursing and Rehabilitation Center,"16411 Chapin Pkwy # 1, Jamaica, NY 11432, United States",Queens,40.7142082,-73.8018153,ChIJWaQeHuRgwokRAJ0A2l4EB5U,1
MIDWAY NURSING HOME,2,17,19,Midway Nursing Home,"6995 Queens Midtown Expy, Maspeth, NY 11378, United States",Queens,40.72615,-73.89183059999999,ChIJ_1xEXfRewokRb2YCrGlavN8,1
"NEW GLEN OAKS NURSING HOME, INC",4,6,10,New Glen Oaks Nursing Home,"260-01 79th Ave, Glen Oaks, NY 11004, United States",Queens,40.7468723,-73.7114124,ChIJK38su3piwokRf2ReW4BMXxw,1
NEW YORK CENTER FOR REHABILITATION & NURSING,1,26,27,NewYork Center For Rehabilitation,"26-13 21st St, Astoria, NY 11102, United States",Queens,40.7728458,-73.9251534,ChIJc1fbQk9fwokRM9YUf0KipmM,1
NYS VETERANS HOME IN NYC,11,24,35,"New York State Veterans' Home, St. Albans","17850 Linden Blvd, Jamaica, NY 11434, United States",Queens,40.6885109,-73.7694956,ChIJF5hLQUphwokRKs8b9qz1qfo,1
"OCEANVIEW NURSING & REHABILITATION CENTER, LLC",2,3,5,Oceanview Nursing Home,"315 Beach 9th St, Far Rockaway, NY 11691, United States",Queens,40.5978392,-73.7453494,ChIJHW-thlRvwokRvy3ZGzJ7aWo,1
OZANAM HALL OF QUEENS NURSING HOME INC,26,30,56,Ozanam Hall of Queens Nursing Home,"42-41 201st St, Bayside, NY 11361, United States",Queens,40.758739,-73.782191,ChIJH8SQZNphwokRdXGwRSslO9Y,1
PARK NURSING HOME,1,0,1,Park Nursing Home,"128 Beach 115th St, Rockaway Park, NY 11694, United States",Queens,40.578651,-73.8353423,ChIJs4ISeyxowokRlg1wquSvmWc,1
PARK TERRACE CARE CENTER,0,3,3,Park Terrace Care Center Inc,"5920 Van Doren St, Flushing, NY 11368, United States",Queens,40.7388112,-73.84975519999999,ChIJxYY3pNNfwokRRjdgjklZzrk,1
PARKER JEWISH INSTITUTE FOR HEALTH CARE & REHAB,82,0,82,Parker Jewish Institute for Health Care and Rehabilitation,"271-11 76th Ave, Queens, NY 11040, United States",Queens,40.7555476,-73.7074942,ChIJzXh-SX9iwokRuSYUrtqlbXQ,1
PENINSULA NURSING AND REHABILITATION CENTER,3,1,4,Peninsula Nursing and Rehabilitation Center,"5015 Beach Channel Dr, Far Rockaway, NY 11691, United States",Queens,40.59478319999999,-73.78154719999999,ChIJwZ5c_wNmwokRjh7JxnDiWpQ,1
PROMENADE REHABILITATION AND HEALTH CARE CENTER,3,12,15,Promenade Rehabilitation Center,"1-40 Beach 114th St, Far Rockaway, NY 11694, United States",Queens,40.578713,-73.83407,ChIJ76EUXSxowokRPcyoHYmdh6Q,1
QUEENS BOULEVARD EXTENDED CARE FACILITY,4,3,7,Queens Boulevard Extended Care Facility,"6111 Queens Blvd, Woodside, NY 11377, United States",Queens,40.7416667,-73.9030556,ChIJ5WmW-uJewokRWoz49U7LOCE,1
QUEENS NASSAU REHABILITATION AND NURSING CENTER,2,4,6,Queens Nassau Rehabilitation & Nursing Center,"520 Beach 19th St, Far Rockaway, NY 11691, United States",Queens,40.6000141,-73.7520641,ChIJTbmLGqxowokRb7dp6qm1xGM,1
REGAL HEIGHTS REHABILITATION AND HEALTH CARE CENTER,7,5,12,Regal Heights Rehabilitation,"70-05 35th Ave, Jackson Heights, NY 11372, United States",Queens,40.7507901,-73.8956372,ChIJKW0p2wVfwokRGs1e76PcdJQ,1
REGO PARK NURSING HOME,20,1,21,Rego Park Health Care,"111-26 Corona Ave., Flushing, NY 11368, United States",Queens,40.7400935,-73.8489551,ChIJuR5n6NNfwokRxfTkYFP9KYA,1
RESORT NURSING HOME,3,2,5,Resort Nursing Home,"430 Beach 68th St, Arverne, NY 11692, United States",Queens,40.5934531,-73.7969948,ChIJNV0yvGFowokR6rfCBsoW3qA,1
ROCKAWAY CARE CENTER,2,1,3,Rockaway Care Center,"353 Beach 48th St, Far Rockaway, NY 11691, United States",Queens,40.5948709,-73.7793621,ChIJg70SGZFowokRqzyXSLXfvSk,1
SAPPHIRE CENTER FOR REHABILITATION AND NURSING OF,3,50,53,Sapphire Center for Rehabilitation and Nursing of Central Queens,"35-15 Parsons Blvd, Flushing, NY 11354, United States",Queens,40.7653146,-73.8233649,ChIJOzPlaxlgwokREGTh7yvdi9o,1
SILVERCREST,8,0,8,Silvercrest Asset Management,"1330 6th Ave # 38, New York, NY 10019, United States",Queens,40.7619499,-73.97848119999999,ChIJm6LRoflYwokRtPFB4ZRn_t4,1
THE GRAND REHABILITATION AND NURSING AT QUEENS,3,0,3,The Grand Rehabilitation and Nursing at Queens,"157-15 19th Ave, Whitestone, NY 11357, United States",Queens,40.7813111,-73.8051761,ChIJhRERNY6KwokR9CQ8wnXMXqs,1
THE PAVILION AT QUEENS FOR REHABILITATION & NURSING,4,11,15,The Pavilion at Queens for Rehabilitation & Nursing,"36-17 Parsons Blvd, Flushing, NY 11354, United States",Queens,40.764149,-73.822773,ChIJwcTWoRlgwokRe_PKln6n9MM,1
UNION PLAZA CARE CENTER,21,31,52,Union Plaza Care Center,"33-23 Union St, Flushing, NY 11354, United States",Queens,40.7672806,-73.82686489999999,ChIJDXsyhxtgwokR7cm3028jwhA,1
WATERVIEW NURSING CARE CENTER,2,5,7,Waterview Nursing & Rehabilitation Center,"119-15 27th Ave, Flushing, NY 11354, United States",Queens,40.7740075,-73.8480727,ChIJU-ogyfhfwokRLdcGwQU_pZs,1
"WEST LAWRENCE CARE CENTER, LLC",8,2,10,West Lawrence Care Center,"1410 Seagirt Blvd, Far Rockaway, NY 11691, United States",Queens,40.5956057,-73.7487871,ChIJUVcx1qxowokRLaPpMR8YWyA,1
WINDSOR PARK NURSING HOME,9,0,9,Windsor Park Nursing Home,"21240 Hillside Avenue, Queens Village, NY 11427, United States",Queens,40.72515,-73.75276699999999,ChIJPUpMcIFhwokRk-plhkERln4,1
WOODCREST REHABILITATION & RESIDENTIAL HEALTH CARE,5,0,5,Woodcrest Rehabilitation,"11909 26th Ave, Flushing, NY 11354, United States",Queens,40.7748818,-73.84844369999999,ChIJVYpArvhfwokRiz0QxI9uOOI,1
DIAMOND HILL NURSING AND REHABILITATION CENTER,5,0,5,Diamond Hill Nursing and Rehabilitation,"100 New Turnpike Rd, Troy, NY 12182, United States",Rensselaer,42.792949,-73.663692,ChIJvwGwbXAQ3okRdDx7Zdm0Bhw,1
EDDY MEMORIAL GERIATRIC CENTER,3,0,3,Eddy Memorial Geriatric Center,"2256 Burdett Ave, Troy, NY 12180, United States",Rensselaer,42.735033,-73.67005100000002,ChIJ4_4Wy5sP3okRwIwLZ60THE8,1
CARMEL RICHMOND HEALTHCARE AND REHABILITATION CENTER,56,2,58,ArchCare,"88 Old Town Rd, Staten Island, NY 10304, United States",Richmond,40.59547999999999,-74.09051699999999,ChIJ3c6o7uhOwokR6bz_lMC7hzs,1
"CLOVE LAKES HEALTH CARE AND REHABILITATION CENTER, INC",14,23,37,Clove Lakes Health Care,"25 Fanning St, Staten Island, NY 10314, United States",Richmond,40.608376,-74.122497,ChIJ06Ex64JOwokR8QgTZ5Y4YbI,1
EGER HEALTH CARE AND REHABILITATION CENTER,1,30,31,Eger Healthcare,"140 Meisner Ave, Staten Island, NY 10306, United States",Richmond,40.5794232,-74.1305095,ChIJeQqqvwZMwokRoE0MKzGSwRY,1
GOLDEN GATE REHABILITATION & HEALTH CARE CENTER,11,4,15,Golden Gate Rehabilitation,"191 Bradley Ave, Staten Island, NY 10314, United States",Richmond,40.60680989999999,-74.1316275,ChIJVwMslSVMwokRG634_XYMZzA,1
"NEW VANDERBILT REHABILITATION AND CARE CENTER, INC",3,23,26,New Vanderbilt Rehab & Care Center,"135 Vanderbilt Ave, Staten Island, NY 10304, United States",Richmond,40.6209761,-74.0761931,ChIJNV-OF_9KwokR9IkEbdhG0Ns,1
RICHMOND CENTER FOR REHABILITATION AND SPECIALTY,0,11,11,Richmond Center for Rehabilitation and Nursing,"91 Tompkins Ave., Staten Island, NY 10304, United States",Richmond,40.6224678,-74.0778517,ChIJq6OR2ExOwokR5EL1EiRnCSo,1
"SEA VIEW HOSPITAL, REHABILITATION CENTER AND HOME",7,19,26,NYC Health + Hospitals/SeaView,"460 Brielle Ave, Staten Island, NY 10314, United States",Richmond,40.592063,-74.1324003,ChIJLagxrRtMwokRzs7BenKhhJQ,1
SILVER LAKE SPECIALIZED REHABILITATION AND CARE CENTER,1,25,26,Silver Lake Specialized Care Center,"275 Castleton Ave, Staten Island, NY 10301, United States",Richmond,40.633888,-74.091959,ChIJbWp28zhOwokR_C6b8n0YNEs,1
STATEN ISLAND CARE CENTER,2,10,12,Staten Island Care Center,"200 Lafayette Ave, Staten Island, NY 10301, United States",Richmond,40.640047,-74.09493599999999,ChIJ47JhfjtOwokRkuKkQgYyX2g,1
VERRAZANO NURSING HOME,6,13,19,Verrazano Nursing Home,"100 Castleton Ave, Staten Island, NY 10301, United States",Richmond,40.6341433,-74.0873555,ChIJy-8TczdOwokR4JOJni_pIos,1
"FRIEDWALD CENTER FOR REHABILITATION AND NURSING, LLC",8,3,11,Friedwald Center,"475 New Hempstead Rd, New City, NY 10956, United States",Rockland,41.14840660000001,-74.03137339999999,ChIJa9ts1SzdwokRu0_-tNAizm8,1
NORTHERN MANOR GERIATRIC CENTER INC,5,7,12,Northern Manor Geriatric Center,"1 Prospect Park West, Brooklyn, NY 11215, United States",Rockland,40.6723062,-73.9708356,ChIJJ45eeghbwokRzRVvlwmncQU,2
NORTHERN METROPOLITAN RESIDENTIAL HEALTH CARE FACILITY,2,0,2,Northern Metropolitan Residential Healthcare Facility,"225 Maple Ave, Monsey, NY 10952, United States",Rockland,41.1153324,-74.06688749999999,ChIJ8_QzvoXnwokRPbj6OxwY6jA,1
"NORTHERN RIVERVIEW HEALTH CARE CENTER, INC",3,8,11,Northern Riverview Healthcare Center,"87 Rte 9W, Haverstraw, NY 10927, United States",Rockland,41.1892519,-73.9626845,ChIJ2aZXXHTEwokRzjEWe5M8rPo,1
NYACK RIDGE REHABILITATION AND NURSING CENTER,0,8,8,Nyack Ridge Rehabilitation & Nursing Center,"476 Christian Herald Rd, Valley Cottage, NY 10989, United States",Rockland,41.1172222,-73.9408333,ChIJt0eLExzCwokRTrEkSVPXKKc,1
PINE VALLEY CENTER FOR REHABILITATION AND NURSING,4,8,12,Pine Valley Center-Rehabilitation & Nursing,"661 N Main St, Spring Valley, NY 10977, United States",Rockland,41.1368736,-74.0399003,ChIJZ0kZLkjdwokRE6LKG5Dqpyc,1
THE WILLOWS AT RAMAPO REHABILITATION AND NURSING,6,19,25,The Willows at Ramapo Rehabilitation & Nursing Center,"30 Cragmere Rd, Suffern, NY 10901, United States",Rockland,41.1021729,-74.1259066,ChIJvRq-Fs3gwokRumaIDjVFIK4,1
TOLSTOY FOUNDATION REHABILITATION AND NURSING CENTER,7,3,10,Tolstoy Foundation Nursing Home,"100 Lake Rd, Valley Cottage, NY 10989, United States",Rockland,41.124993,-73.932872,ChIJsX6JrIvBwokRxbrrEtRKeEA,1
ELDERWOOD AT HORNELL,3,0,3,Elderwood at Hornell,"1 Bethesda Dr, Hornell, NY 14843, United States",Steuben,42.3463974,-77.6635132,ChIJn3fZP6-Q0YkREuQJWPhvX_Q,1
"HORNELL GARDENS, LLC",1,0,1,Hornell Gardens,"434 Monroe Ave, Hornell, NY 14843, United States",Steuben,42.3128771,-77.6575945,ChIJAz47itWQ0YkR9lKRZoKEgVE,1
IRA DAVENPORT MEMORIAL HOSPITAL SNF/HRF,6,1,7,Ira Davenport Memorial Hospital,"7571 NY-54, Bath, NY 14810, United States",Steuben,42.3743959,-77.2788715,ChIJM2FquBus0YkR3CYekkKYEdA,1
ACADIA CENTER FOR NURSING AND REHABILITATION,10,1,11,Acadia Center for Nursing and Rehabilitation,"1146 Woodcrest Ave, Riverhead, NY 11901, United States",Suffolk,40.9315514,-72.6839912,ChIJU3TeMceK6IkRXXDSyaxdijQ,1
AFFINITY SKILLED LIVING AND REHABILITATION CENTER,3,6,9,Affinity Skilled Living,"305 Locust Ave, Oakdale, NY 11769, United States",Suffolk,40.742985,-73.10854599999999,ChIJGUx9I9416IkR_-qX68rRvIY,1
APEX REHABILITATION & CARE CENTER,31,2,33,Apex Rehabilitation & Healthcare,"78 Birchwood Dr, Dix Hills, NY 11746, United States",Suffolk,40.826687,-73.394476,ChIJGeZFHyAp6IkRDuwUX9oNQO8,1
BELLHAVEN CENTER FOR REHABILITATION AND NURSING CARE,3,0,3,Bellhaven Center for Rehabilitation & Nursing Care,"110 Beaver Dam Rd, Brookhaven, NY 11719, United States",Suffolk,40.771551,-72.933893,ChIJmVauSrtP6IkRcxvirK1z-k0,1
BERKSHIRE NURSING & REHABILITATION CENTER,2,0,2,Berkshire Nursing Center,"10 Berkshire Rd, West Babylon, NY 11704, United States",Suffolk,40.7058245,-73.3444346,ChIJB0ysy8ss6IkRPRildYCSqhI,1
"BROOKHAVEN HEALTH CARE FACILITY, LLC",5,0,5,Brookhaven Health Care Facility,"801 Gazzola Dr, East Patchogue, NY 11772, United States",Suffolk,40.7828781,-72.971431,ChIJByE6uD9P6IkReWE8GwoUH34,1
BROOKSIDE MULTICARE NURSING CENTER,4,4,8,Brookside Multicare Nursing Center,"7 NY-25A, Smithtown, NY 11787, United States",Suffolk,40.861761,-73.21573599999999,ChIJuTLP4CA66IkRHf8jwsxFxOY,1
CARILLON NURSING AND REHABILITATION CENTER,25,16,41,Carillon Nursing and Rehabilitation Center,"830 Park Ave, Huntington, NY 11743, United States",Suffolk,40.856035,-73.388466,ChIJDT0TVrso6IkR6rkIjFnuTEs,1
EAST NECK NURSING & REHABILITATION CENTER,15,8,23,East Neck Nursing & Rehabilitation Center,"134 Great East Neck Rd, West Babylon, NY 11704, United States",Suffolk,40.6909082,-73.3461639,ChIJ2wPLbTjT6YkR2EywRJF7ymA,1
GOOD SAMARITAN NURSING AND REHABILITATION CARE CENTER,21,0,21,Good Samaritan Nursing Home,"101 Elm St, Sayville, NY 11782, United States",Suffolk,40.725887,-73.079194,ChIJ58vSMwxK6IkR3UIPxDZMsB8,1
GURWIN JEWISH NURSING AND REHABILITATION CENTER,28,17,45,Gurwin Jewish Nursing & Rehabilitation Center,"68 Hauppauge Rd, Commack, NY 11725, United States",Suffolk,40.8284212,-73.30053680000002,ChIJJ-wPWL8v6IkRhhXYhbZsd3s,1
HILAIRE REHAB & NURSING,6,2,8,Hilaire Rehabilitation and Nursing,"9 Hilaire Dr, Huntington, NY 11743, United States",Suffolk,40.8685646,-73.410479,ChIJAaHCbYIo6IkRc6FHDx-vfa0,1
HUNTINGTON HILLS CENTER FOR HEALTH AND REHABILITATION,11,21,32,Huntington Hills Center For Health & Rehabilitation,"400 S Service Rd, Melville, NY 11747, United States",Suffolk,40.781529,-73.404276,ChIJcdTD7tor6IkRfvMkvmzMiCo,1
ISLAND NURSING AND REHAB CENTER,6,6,12,Island Nursing & Rehab Center Inc,"5537 Express Dr N, Holtsville, NY 11742, United States",Suffolk,40.8244694,-73.0243196,ChIJJWPd5TpG6IkRIqS8qgfy62k,1
JEFFERSON'S FERRY,10,0,10,Jefferson's Ferry Life Plan Community,"1 Jefferson Ferry Dr, Centereach, NY 11720, United States",Suffolk,40.8995215,-73.0768071,ChIJ_5T_zFJH6IkRozbxko1SQ8U,1
LONG ISLAND STATE VETERANS HOME,57,6,63,Long Island State Veterans Home,"100 Patriots Rd, Stony Brook, NY 11790, United States",Suffolk,40.9054854,-73.10298440000001,ChIJmXHGTUw_6IkRax2oAb5gDbg,1
LUXOR NURSING AND REHABILITATION AT MILLS POND,5,20,25,Luxor Nursing and Rehabilitation at Mills Pond,"273 Moriches Rd, St James, NY 11780, United States",Suffolk,40.8794951,-73.14134659999999,ChIJ0RKOACg56IkRbZMYtePrPcM,1
LUXOR NURSING AND REHABILITATION AT SAYVILLE,6,15,21,Luxor Nursing And Rehabilitation at Sayville,"300 Broadway Ave, Sayville, NY 11782, United States",Suffolk,40.7650437,-73.06733489999999,ChIJ8Tfg2MZJ6IkRMbciWOIcxsQ,1
MARIA REGINA RESIDENCE INC,23,10,33,Maria Regina Residence,"1725 Brentwood Rd # 1, Brentwood, NY 11717, United States",Suffolk,40.7728678,-73.24098529999999,ChIJ-Y5Lf4Ux6IkRLB9tiOJbNMQ,1
MASSAPEQUA CENTER REHABILITATION & NURSING,6,21,27,Massapequa Center Rehabilitation & Nursing,"101 Louden Ave, Amityville, NY 11701, United States",Suffolk,40.6848356,-73.423532,ChIJJbf_pRzV6YkRu57l5wWriOw,1
MEDFORD MULTICARE CENTER FOR LIVING,5,6,11,Medford Multicare Center,"3115 Horseblock Road, Medford, NY 11763, United States",Suffolk,40.8266029,-72.9851764,ChIJJ0fHmd1F6IkR-pD83ZUerQk,1
MOMENTUM AT SOUTH BAY FOR REHABILITATION AND NURSING,19,0,19,Momentum at South Bay for Rehabilitation and Nursing,"340 E Main St, East Islip, NY 11730, United States",Suffolk,40.7344659,-73.17463819999999,ChIJw2FbDHM06IkR4LylzVvxumw,1
"OASIS REHABILITATION AND NURSING, LLC",10,0,10,Oasis Rehabilitation and Nursing,"6 Frowein Rd, Center Moriches, NY 11934, United States",Suffolk,40.808384,-72.7763277,ChIJVRP6EKJZ6IkRJGb7H-0wd0g,1
OUR LADY OF CONSOLATION NURSING AND REHABILITATIVE CARE,39,1,40,Our Lady of Consolation Nursing & Rehabilitative Care Center,"111 Beach Dr, West Islip, NY 11795, United States",Suffolk,40.689765,-73.2924067,ChIJWThf47PS6YkRjMYzzpPHZM4,1
PECONIC BAY SKILLED NURSING FACILITY,15,0,15,Peconic Bay Medical Center,"1300 Roanoke Ave, Riverhead, NY 11901, United States",Suffolk,40.934111,-72.67366969999999,ChIJQfFYRd2K6IkRv8WkSRMHAD4,1
PECONIC LANDING AT SOUTHOLD,6,3,9,Peconic Landing,"1500 Brecknock Rd, Greenport, NY 11944, United States",Suffolk,41.12184329999999,-72.3635779,ChIJwYwVJhaf6IkR-o_QgQag9V4,1
QUANTUM REHABILITATION AND NURSING LLC,8,1,9,Quantum Rehabilitation & Nursing,"63 Oakcrest Ave, Middle Island, NY 11953, United States",Suffolk,40.890292,-72.9672329,ChIJT-JnDY1D6IkRnYxffxAbzL8,1
ROSS CENTER FOR NURSING AND REHABILITATION,6,5,11,Ross Center for Health and Rehabilitation,"839 Suffolk Ave, Brentwood, NY 11717, United States",Suffolk,40.782927,-73.24183099999999,ChIJNRwPeJcx6IkRqVm-SKGkrzs,1
SMITHTOWN CENTER FOR REHABILITATION & NURSING CARE,18,3,21,Smithtown Center For Rehabilitation and Nursing Care,"391 N Country Rd, Smithtown, NY 11787, United States",Suffolk,40.871034,-73.173284,ChIJofsX5II56IkRo333HlJn4gk,1
ST CATHERINE OF SIENA NURSING AND REHABILITATION CARE,3,0,3,St. Catherine of Siena Nursing And Rehabilitation Care Center,"52 NY-25A, Smithtown, NY 11787, United States",Suffolk,40.8680923,-73.221781,ChIJv7swxls66IkRStw3Hvc7Ws8,1
"ST JOHNLAND NURSING CENTER, INC",21,21,42,"St Johnland Nursing Center, Inc.","395 Sunken Meadow Rd, Kings Park, NY 11754, United States",Suffolk,40.9030668,-73.2393996,ChIJaaCYLQ076IkRIIjmr0_AFmY,1
ST. JAMES REHABILITATION & HEALTHCARE CENTER,25,0,25,St. James Rehabilitation & Healthcare Center,"275 Moriches Rd, St James, NY 11780, United States",Suffolk,40.8785646,-73.1401053,ChIJqQDrshw56IkRJM2j8MrdX5A,1
SUFFOLK CENTER FOR REHABILITATION AND NURSING,2,1,3,Suffolk Center for Rehabilitation and Nursing,"25 Schoenfeld Blvd, Patchogue, NY 11772, United States",Suffolk,40.7692961,-72.9948047,ChIJKVV0a9VI6IkRCaGc2Lr37bs,1
SUNRISE MANOR CENTER FOR NURSING AND REHABILITATION,2,3,5,Sunrise Manor Center For Nursing,"1325 Brentwood Rd, Bay Shore, NY 11706, United States",Suffolk,40.740341,-73.238773,ChIJKyEQLE8y6IkRxeGQQnCNMOk,1
SURGE REHABILITATION AND NURSING LLC,10,4,14,Surge Rehabilitation and Nursing,"49 Oakcrest Ave, Middle Island, NY 11953, United States",Suffolk,40.8906768,-72.9666974,ChIJo2Oebo1D6IkRac-EKO1WTfE,1
THE HAMLET REHABILITATION AND HEALTHCARE CENTER AT,6,8,14,The Hamlet Rehabilitation and Healthcare Center at Nesconset,"100 Southern Blvd, Nesconset, NY 11767, United States",Suffolk,40.8500271,-73.1602448,ChIJ4YqzQuU56IkR-nqeBYhNQOM,1
THE HAMPTONS CENTER FOR REHABILITATION AND NURSING,5,14,19,The Hamptons Center for Rehabilitation and Nursing,"64 County Rd 39, Southampton, NY 11968, United States",Suffolk,40.895325,-72.40044,ChIJWYvnyJaU6IkR6FT8a_wAl_Q,1
WATERS EDGE REHAB & NURSING CENTER AT PORT JEFFERSON,2,2,4,Water's Edge Rehab and Nursing Center at Port Jefferson,"150 Dark Hollow Rd, Port Jefferson, NY 11777, United States",Suffolk,40.9347796,-73.07018049999999,ChIJE90Th4lA6IkRWtK3BcQa_ZU,1
WESTHAMPTON CARE CENTER,14,0,14,Westhampton Care Center,"78 Old Country Rd, Westhampton, NY 11977, United States",Suffolk,40.827155,-72.678516,ChIJe58YJHv26IkR_PrwvBPItLs,1
ACHIEVE REHAB AND NURSING FACILITY,2,0,2,Achieve Rehab and Nursing Facility,"170 Lake St, Liberty, NY 12754, United States",Sullivan,41.7935439,-74.7513719,ChIJOws0Dua83IkRLn7X8b8L9gQ,1
CATSKILL REGIONAL MEDICAL CENTER,3,0,3,Catskill Regional Medical Center: Emergency Room,"68 Harris-Bushville Rd, Harris, NY 12742, United States",Sullivan,41.70901,-74.73711,ChIJY5Dmjva63IkRJrNkMXZ_3iA,1
SULLIVAN COUNTY ADULT CARE CENTER,5,0,5,Care Center at Sunset Lake,"256 Sunset Lake Rd, Liberty, NY 12754, United States",Sullivan,41.7962541,-74.7072082,ChIJr59kLTW83IkRkbqScjoonc0,1
ELDERWOOD AT WAVERLY,16,0,16,Elderwood at Waverly,"37 N Chemung St, Waverly, NY 14892, United States",Tioga,42.012599,-76.52864799999999,ChIJQfW4TJQL0IkR7ER4t9fQB70,1
TEN BROECK CENTER FOR REHABILITATION & NURSING,30,0,30,Ten Broeck Center for Rehabilitation & Nursing,"1 Commons Dr, Lake Katrine, NY 12449, United States",Ulster,41.990542,-73.99557399999999,ChIJM2SaZugI3YkRRQy8Pm4tY-Y,1
WINGATE OF ULSTER,6,0,6,Wingate at Ulster,"1 Wingate Way, Highland, NY 12528, United States",Ulster,41.6980659,-73.9664116,ChIJ9W0_XbE93YkRDu2JQ2URqyc,1
GLENS FALLS CENTER FOR REHABILITATION AND NURSING,14,5,19,Glens Falls Center for Rehabilitation and Nursing,"152 Upper Sherman Ave, Queensbury, NY 12804, United States",Warren,43.3079585,-73.6648879,ChIJORLluhDO34kR0QHVPw3x1Nw,1
THE PINES AT GLENS FALLS CENTER FOR NURSING &,4,2,6,The Pines at Glens Falls Center for Nursing & Rehabilitation,"170 Warren St, Glens Falls, NY 12801, United States",Warren,43.311279,-73.63393599999999,ChIJd3a2u8HR34kRq5vaGI1D0ZY,1
"FORT HUDSON NURSING CENTER, INC.",11,0,11,Fort Hudson Health System,"319 Broadway, Fort Edward, NY 12828, United States",Washington,43.28067799999999,-73.58815899999999,ChIJ45dxyN7T34kRyjyi2Ovl9Gc,1
SODUS REHABILITATION & NURSING CENTER,1,0,1,Sodus Rehabilitation and Nursing Center,"6884 Maple Ave, Sodus, NY 14551, United States",Wayne,43.2484336,-77.0607649,ChIJU_n7X1Qk14kRmqF56BuD8dI,1
ANDRUS ON HUDSON,8,9,17,Andrus On Hudson,"185 Old Broadway, Hastings-On-Hudson, NY 10706, United States",Westchester,40.9843292,-73.88088990000001,ChIJ2fd7-frswokRVVm7j44Lt48,1
BAYBERRY NURSING HOME,2,0,2,Bayberry Care Center,"40 Keogh Ln, New Rochelle, NY 10805, United States",Westchester,40.891695,-73.784346,ChIJu0VN26-NwokRbCMgHJpD-4c,1
BETHEL NURSING & REHABILITATION CENTER,5,7,12,Bethel Nursing & Rehab Center,"17 Narragansett Ave, Ossining, NY 10562, United States",Westchester,41.1729103,-73.8442496,ChIJN5VTqVXHwokRHFFbuWoob80,1
CEDAR MANOR NURSING & REHABILITATION CENTER,2,9,11,Cedar Manor Nursing & Rehabilitation Center,"32 Cedar Ln, Ossining, NY 10562, United States",Westchester,41.17712299999999,-73.86303099999999,ChIJx59eOkrHwokRT4u4GDTS4UA,1
CORTLANDT HEALTHCARE,12,0,12,Cortlandt Healthcare,"110 Oregon Rd, Cortlandt, NY 10567, United States",Westchester,41.3127687,-73.9046132,ChIJT0PFChPJwokR8pHtgbxVhWQ,1
DUMONT CENTER FOR REHABILITATION AND NURSING CARE,1,,1,Dumont Center for Rehabilitation and Nursing Care,"676 Pelham Rd, New Rochelle, NY 10805, United States",Westchester,40.8902447,-73.7872557,ChIJdU5NXayNwokRvEto9ManL_0,1
GLEN ISLAND CENTER FOR NURSING AND REHABILITATION,3,0,3,Glen Island Center for Nursing & Rehabilitation,"490 Pelham Rd, New Rochelle, NY 10805, United States",Westchester,40.8945918,-73.78161709999999,ChIJIbRJv7qNwokRcaMImuUzTgw,1
KING STREET HOME INC,1,0,1,King Street Rehab,"787 King St, Rye Brook, NY 10573, United States",Westchester,41.02758,-73.668889,ChIJMdnrjJ2XwokRO_6APazY-Uw,1
